,precision,recall,f1-score,support
0,0.8611111111111112,0.93,0.8942307692307693,100.0
1,0.8490566037735849,0.9,0.8737864077669902,100.0
2,0.6568627450980392,0.67,0.6633663366336634,100.0
3,0.6632653061224489,0.65,0.6565656565656566,100.0
4,0.6595744680851063,0.62,0.6391752577319587,100.0
5,0.7636363636363637,0.84,0.8,100.0
6,0.7798165137614679,0.85,0.8133971291866029,100.0
7,0.865979381443299,0.84,0.8527918781725888,100.0
8,0.9047619047619048,0.95,0.926829268292683,100.0
9,0.8504672897196262,0.91,0.8792270531400966,100.0
10,0.6705882352941176,0.57,0.6162162162162163,100.0
11,0.5714285714285714,0.48,0.5217391304347826,100.0
12,0.8556701030927835,0.83,0.8426395939086294,100.0
13,0.8395061728395061,0.68,0.7513812154696132,100.0
14,0.8021978021978022,0.73,0.7643979057591623,100.0
15,0.8055555555555556,0.87,0.8365384615384616,100.0
16,0.7961165048543689,0.82,0.8078817733990148,100.0
17,0.900990099009901,0.91,0.9054726368159204,100.0
18,0.7191011235955056,0.64,0.6772486772486772,100.0
19,0.8255813953488372,0.71,0.7634408602150538,100.0
20,0.8440366972477065,0.92,0.8803827751196173,100.0
21,0.8181818181818182,0.9,0.8571428571428571,100.0
22,0.8282828282828283,0.82,0.8241206030150754,100.0
23,0.7777777777777778,0.91,0.8387096774193549,100.0
24,0.9157894736842105,0.87,0.8923076923076924,100.0
25,0.6703296703296703,0.61,0.6387434554973822,100.0
26,0.8021978021978022,0.73,0.7643979057591623,100.0
27,0.6956521739130435,0.64,0.6666666666666666,100.0
28,0.8365384615384616,0.87,0.8529411764705882,100.0
29,0.8387096774193549,0.78,0.8082901554404145,100.0
30,0.7102803738317757,0.76,0.7342995169082126,100.0
31,0.8058252427184466,0.83,0.8177339901477833,100.0
32,0.7311827956989247,0.68,0.7046632124352331,100.0
33,0.7029702970297029,0.71,0.7064676616915423,100.0
34,0.8494623655913979,0.79,0.8186528497409327,100.0
35,0.5978260869565217,0.55,0.5729166666666666,100.0
36,0.8461538461538461,0.88,0.8627450980392157,100.0
37,0.8555555555555555,0.77,0.8105263157894737,100.0
38,0.6752136752136753,0.79,0.728110599078341,100.0
39,0.9215686274509803,0.94,0.9306930693069307,100.0
40,0.7857142857142857,0.77,0.7777777777777778,100.0
41,0.9292929292929293,0.92,0.9246231155778895,100.0
42,0.7641509433962265,0.81,0.7864077669902912,100.0
43,0.8240740740740741,0.89,0.8557692307692307,100.0
44,0.5408163265306123,0.53,0.5353535353535354,100.0
45,0.65625,0.63,0.6428571428571429,100.0
46,0.5833333333333334,0.56,0.5714285714285714,100.0
47,0.6990291262135923,0.72,0.7093596059113301,100.0
48,0.9326923076923077,0.97,0.9509803921568627,100.0
49,0.8125,0.91,0.8584905660377359,100.0
50,0.6055045871559633,0.66,0.631578947368421,100.0
51,0.8588235294117647,0.73,0.7891891891891892,100.0
